"","x","yobs","lt","lw","n"
"82",0.600000000000001,-0.771880324964849,1,0.5,20
"83",1,-0.241843787903952,1,0.5,20
"84",1.9,0.833504155665341,1,0.5,20
"85",2.2,1.03847362481024,1,0.5,20
"86",2.4,0.877030870129393,1,0.5,20
"87",3.7,0.241193702751668,1,0.5,20
"88",3.8,0.483463573211255,1,0.5,20
"89",4,0.53876842110433,1,0.5,20
"90",4.1,0.740299736886964,1,0.5,20
"91",-4.4,-1.16462147747557,1,0.5,22
"92",-4.2,-0.931409216297781,1,0.5,22
"93",-3.9,-0.64956526914081,1,0.5,22
"94",-3.7,-0.531302789493103,1,0.5,22
"95",-3.1,0.144134572453577,1,0.5,22
"96",-2.5,0.387326828039854,1,0.5,22
"97",-1.7,1.2651829909252,1,0.5,22
"98",-1.1,1.76429230579758,1,0.5,22
"99",-0.199999999999999,1.31168424394542,1,0.5,22
"100",0,0.871807460609738,1,0.5,22
"101",0.100000000000001,0.265355228874926,1,0.5,22
"102",0.7,-1.1058849004519,1,0.5,22
"103",0.800000000000001,-1.06035159453212,1,0.5,22
"104",1,-1.58411584302156,1,0.5,22
"105",1.5,-1.96099479454182,1,0.5,22
"106",2.1,-1.6354504417939,1,0.5,22
"107",2.8,-0.815965051823612,1,0.5,22
"108",3,-0.656852398899958,1,0.5,22
"109",3.3,-0.245808682768854,1,0.5,22
"110",3.6,0.0790551152706768,1,0.5,22
"111",4.7,1.19685940447114,1,0.5,22
"112",4.8,1.32518955063928,1,0.5,22
"113",-5,-0.487724963550249,1,0.5,24
"114",-4.1,0.688392145379438,1,0.5,24
"115",-4,0.780599135830073,1,0.5,24
"116",-3.8,1.033443001333,1,0.5,24
"117",-2.1,0.108252376986445,1,0.5,24
"118",-1.9,-0.0602778764798798,1,0.5,24
"119",-1.8,-3.75212093994756e-05,1,0.5,24
"120",-0.899999999999999,0.59435613614146,1,0.5,24
"121",-0.7,0.934135910764034,1,0.5,24
"122",-0.6,0.663363317015418,1,0.5,24
"123",0,0.28111720376488,1,0.5,24
"124",0.300000000000001,-0.17662000226077,1,0.5,24
"125",0.5,-0.415051711909803,1,0.5,24
"126",0.7,-0.629472974190957,1,0.5,24
"127",1.5,-1.5211515037193,1,0.5,24
"128",1.6,-1.70759998681453,1,0.5,24
"129",2.4,-1.52271292235328,1,0.5,24
"130",2.9,-0.855460316650874,1,0.5,24
"131",3.1,-0.663384091568144,1,0.5,24
"132",3.2,-0.335574664825964,1,0.5,24
"133",3.7,0.138411076176695,1,0.5,24
"134",4.1,0.177627256806169,1,0.5,24
"135",4.7,0.178131321640948,1,0.5,24
"136",5,0.448905283135307,1,0.5,24
"137",-5,0.684869584033279,1,0.5,26
"138",-4.5,0.704703058109757,1,0.5,26
"139",-4.1,0.859364109532948,1,0.5,26
"140",-3.7,0.382521004769436,1,0.5,26
"141",-3.4,0.224097915729709,1,0.5,26
"142",-3,-0.139516217980637,1,0.5,26
"143",-2.7,-0.421588016929266,1,0.5,26
"144",-2.6,-0.497550879655342,1,0.5,26
"145",-2.2,-1.03133594979447,1,0.5,26
"146",-1.8,-1.6591445785558,1,0.5,26
"147",-1.4,-2.10981671012707,1,0.5,26
"148",-0.899999999999999,-2.26300617691186,1,0.5,26
"149",0.2,-1.12318902067054,1,0.5,26
"150",0.4,-0.906870473148602,1,0.5,26
"151",1.3,1.2406270480387,1,0.5,26
"152",1.8,1.80106720152988,1,0.5,26
"153",2.6,1.41308179959541,1,0.5,26
"154",2.7,1.40121475699524,1,0.5,26
"155",2.8,1.31456112526935,1,0.5,26
"156",3.2,0.74833020256677,1,0.5,26
"157",3.6,0.32882763212599,1,0.5,26
"158",3.7,0.290494574041922,1,0.5,26
"159",4.2,0.289062771310905,1,0.5,26
"160",4.3,0.156798765629873,1,0.5,26
"161",4.8,0.188598481201172,1,0.5,26
"162",4.9,0.0884526452289252,1,0.5,26
"163",-5,1.78828503690292,1,0.5,28
"164",-4.6,1.61942703315874,1,0.5,28
"165",-4.5,1.69764023329642,1,0.5,28
"166",-3.5,0.0632613139503186,1,0.5,28
"167",-3,-0.594362082692914,1,0.5,28
"168",-2.6,-0.560038815567718,1,0.5,28
"169",-2.4,-0.557507067801406,1,0.5,28
"170",-2.2,-0.382977950431803,1,0.5,28
"171",-1.8,-0.116613883597737,1,0.5,28
"172",-1.5,0.222202377726838,1,0.5,28
"173",-1.4,0.563944718458298,1,0.5,28
"174",-0.7,1.21654044108825,1,0.5,28
"175",-0.5,1.16044940458603,1,0.5,28
"176",-0.399999999999999,1.41570215395262,1,0.5,28
"177",0.4,0.543181246012677,1,0.5,28
"178",1.2,-1.26548280624849,1,0.5,28
"179",1.4,-1.6915775670649,1,0.5,28
"180",2.1,-0.934280701710157,1,0.5,28
"181",2.4,-0.540477491479276,1,0.5,28
"182",2.5,-0.487841080582704,1,0.5,28
"183",2.7,0.110969792758077,1,0.5,28
"184",3.2,0.511769612005733,1,0.5,28
"185",3.6,0.398953330691957,1,0.5,28
"186",3.8,0.549967592999437,1,0.5,28
"187",3.9,0.361620442909243,1,0.5,28
"188",4,0.432648902971775,1,0.5,28
"189",4.8,0.760480603253705,1,0.5,28
"190",5,0.959673794264362,1,0.5,28
"191",-5,-0.0738236867194918,1,0.5,30
"192",-4.9,-0.321504679868069,1,0.5,30
"193",-4.6,-0.228279832364844,1,0.5,30
"194",-4.5,-0.213461168610788,1,0.5,30
"195",-3.9,-1.09964729281246,1,0.5,30
"196",-3.5,-1.61060090214472,1,0.5,30
"197",-3.3,-1.49777744291805,1,0.5,30
"198",-2.7,-1.86496905282192,1,0.5,30
"199",-2.3,-2.08282160082094,1,0.5,30
"200",-1.2,-2.56195597955984,1,0.5,30
"201",-0.5,-1.82683923615886,1,0.5,30
"202",-0.399999999999999,-1.72167730706896,1,0.5,30
"203",-0.3,-1.71004119574449,1,0.5,30
"204",0,-1.48564791877272,1,0.5,30
"205",0.100000000000001,-1.43223127011085,1,0.5,30
"206",0.7,-1.01634045706915,1,0.5,30
"207",1.3,-0.0874053684144114,1,0.5,30
"208",1.6,0.528879251190153,1,0.5,30
"209",1.8,0.633531865098663,1,0.5,30
"210",2.3,1.26231993472064,1,0.5,30
"211",2.6,1.26492205632483,1,0.5,30
"212",2.7,1.201519189945,1,0.5,30
"213",2.8,1.18874940568811,1,0.5,30
"214",3.1,1.2693890443106,1,0.5,30
"215",3.3,1.58481958965773,1,0.5,30
"216",3.5,1.42498330719198,1,0.5,30
"217",3.7,1.44477834597806,1,0.5,30
"218",4.1,1.52372485169341,1,0.5,30
"219",4.8,1.82124844754183,1,0.5,30
"220",5,1.86434786728356,1,0.5,30
"221",-4.7,-0.824857018137155,1.5,0.5,10
"222",-3.2,0.425927469384907,1.5,0.5,10
"223",-2,0.61965466314454,1.5,0.5,10
"224",-1.8,0.685779129795798,1.5,0.5,10
"225",-1.3,0.260271713998407,1.5,0.5,10
"226",-1.2,0.264942373846899,1.5,0.5,10
"227",1.2,0.246721322238978,1.5,0.5,10
"228",1.4,0.200943532362139,1.5,0.5,10
"229",1.9,0.498416220188051,1.5,0.5,10
"230",2.6,0.633851261701831,1.5,0.5,10
"231",-4.7,0.51831469337302,1.5,0.5,12
"232",-3.1,0.032416637167393,1.5,0.5,12
"233",-3,-0.0691583002232218,1.5,0.5,12
"234",-2.5,-0.070706702500763,1.5,0.5,12
"235",-0.7,1.49082273158246,1.5,0.5,12
"236",-0.199999999999999,1.4565239711918,1.5,0.5,12
"237",0.5,1.3660685168227,1.5,0.5,12
"238",0.800000000000001,0.817598689183039,1.5,0.5,12
"239",1.2,0.740973281119728,1.5,0.5,12
"240",3,1.02916003564122,1.5,0.5,12
"241",3.2,1.18063527135899,1.5,0.5,12
"242",3.7,1.47851556510377,1.5,0.5,12
"243",-4.3,0.618699868746399,1.5,0.5,14
"244",-4.1,0.671186965991542,1.5,0.5,14
"245",-3.8,0.472207938379741,1.5,0.5,14
"246",-3,-0.510221160708022,1.5,0.5,14
"247",-2.5,-1.03625902951565,1.5,0.5,14
"248",-1.5,-1.17844601034503,1.5,0.5,14
"249",-1,-0.870423619035462,1.5,0.5,14
"250",-0.7,-0.804080377057676,1.5,0.5,14
"251",-0.199999999999999,-0.625144294584803,1.5,0.5,14
"252",0.2,-0.72480142318311,1.5,0.5,14
"253",0.5,-0.364442689844992,1.5,0.5,14
"254",1.1,0.164590660868355,1.5,0.5,14
"255",1.2,0.284168034859468,1.5,0.5,14
"256",1.4,0.647563939370396,1.5,0.5,14
"257",-5,-0.19115082508482,1.5,0.5,16
"258",-3.6,-0.0517905546732213,1.5,0.5,16
"259",-3,-0.365647322646301,1.5,0.5,16
"260",-1.5,-0.873812459714804,1.5,0.5,16
"261",0.7,-2.43914816647144,1.5,0.5,16
"262",0.9,-2.48087585820406,1.5,0.5,16
"263",1.3,-2.56325529843995,1.5,0.5,16
"264",1.5,-2.46119189123191,1.5,0.5,16
"265",2,-2.12427448462103,1.5,0.5,16
"266",2.6,-1.60671475020465,1.5,0.5,16
"267",3,-1.13099704060834,1.5,0.5,16
"268",3.4,-0.571005784099265,1.5,0.5,16
"269",3.6,-0.703719261826731,1.5,0.5,16
"270",3.7,-0.452144219018927,1.5,0.5,16
"271",3.9,-0.179431465078078,1.5,0.5,16
"272",4.8,-0.173012190032916,1.5,0.5,16
"273",-4.5,0.701554154701123,1.5,0.5,18
"274",-3.8,0.460504230264667,1.5,0.5,18
"275",-3.4,0.853623722884168,1.5,0.5,18
"276",-3,0.634777464380504,1.5,0.5,18
"277",-2.6,0.878097538194176,1.5,0.5,18
"278",-2,0.966310623367223,1.5,0.5,18
"279",-1,1.09679976596664,1.5,0.5,18
"280",0,0.474194360969999,1.5,0.5,18
"281",0.2,0.378074293903534,1.5,0.5,18
"282",0.300000000000001,0.352015088902973,1.5,0.5,18
"283",1.2,-0.29470190210912,1.5,0.5,18
"284",2,-0.343398940619266,1.5,0.5,18
"285",2.1,-0.198245551587308,1.5,0.5,18
"286",3.1,0.2771835759126,1.5,0.5,18
"287",3.5,0.637226553565379,1.5,0.5,18
"288",3.6,0.639562064571026,1.5,0.5,18
"289",4.1,0.357599411356213,1.5,0.5,18
"290",4.7,0.0891806459708501,1.5,0.5,18
"291",-3.2,1.29775996128907,1.5,0.5,20
"292",-2.3,0.292891051498125,1.5,0.5,20
"293",-2.1,0.202428316275683,1.5,0.5,20
"294",-1.2,0.0865297079801323,1.5,0.5,20
"295",-0.8,0.602934095071451,1.5,0.5,20
"296",-0.3,1.11873206183185,1.5,0.5,20
"297",0.100000000000001,1.3949008223807,1.5,0.5,20
"298",0.4,1.28907216995864,1.5,0.5,20
"299",0.600000000000001,1.68659039999101,1.5,0.5,20
"300",0.800000000000001,1.47191958390119,1.5,0.5,20
"301",1.1,0.998265314835263,1.5,0.5,20
"302",1.4,0.743748791341597,1.5,0.5,20
"303",1.9,0.134443042555908,1.5,0.5,20
"304",2.6,-0.621233799514407,1.5,0.5,20
"305",3.4,-0.979825531928657,1.5,0.5,20
"306",3.5,-1.30873685018564,1.5,0.5,20
"307",3.7,-1.33255887343445,1.5,0.5,20
"308",4.1,-1.57102583100993,1.5,0.5,20
"309",4.6,-1.37323908576443,1.5,0.5,20
"310",4.9,-1.57209614561929,1.5,0.5,20
"311",-5,1.35466996236007,1.5,0.5,22
"312",-4.9,1.50600630443204,1.5,0.5,22
"313",-4.8,1.17805393560693,1.5,0.5,22
"314",-3,0.530598605718598,1.5,0.5,22
"315",-2.9,0.625761527979329,1.5,0.5,22
"316",-2.7,0.521868677734881,1.5,0.5,22
"317",-2.6,0.386131215165179,1.5,0.5,22
"318",-2.3,0.746056363090786,1.5,0.5,22
"319",-2.2,0.933118383244308,1.5,0.5,22
"320",-2,0.897748054478696,1.5,0.5,22
"321",-1.4,1.4532199344933,1.5,0.5,22
"322",-1.3,1.29629835041986,1.5,0.5,22
"323",-0.899999999999999,1.48111180519852,1.5,0.5,22
"324",-0.399999999999999,1.23550344850249,1.5,0.5,22
"325",0.5,-0.0795807459799921,1.5,0.5,22
"326",1.4,-1.46718189296535,1.5,0.5,22
"327",3.1,-2.13880362784607,1.5,0.5,22
"328",3.7,-2.21300761834802,1.5,0.5,22
"329",3.8,-2.19755114335883,1.5,0.5,22
"330",4.5,-2.51512098258452,1.5,0.5,22
"331",4.9,-2.64847329462168,1.5,0.5,22
"332",5,-2.70074421378798,1.5,0.5,22
"333",-4.9,-0.0557615457671166,1.5,0.5,24
"334",-4.8,0.0395795100512985,1.5,0.5,24
"335",-4.3,0.527556872022665,1.5,0.5,24
"336",-4.2,0.580245696610339,1.5,0.5,24
"337",-3.8,0.903573806404241,1.5,0.5,24
"338",-3.2,1.0318999979755,1.5,0.5,24
"339",-2.8,0.517569919998696,1.5,0.5,24
"340",-1.9,0.0920161618200911,1.5,0.5,24
"341",-1.7,0.101819711472925,1.5,0.5,24
"342",-1.2,0.190706990231713,1.5,0.5,24
"343",-1.1,0.152489248222758,1.5,0.5,24
"344",-0.899999999999999,0.309907887390246,1.5,0.5,24
"345",-0.5,0.584616645526291,1.5,0.5,24
"346",-0.399999999999999,0.509968123685881,1.5,0.5,24
"347",-0.3,0.451201744266756,1.5,0.5,24
"348",0.100000000000001,0.647532877126389,1.5,0.5,24
"349",0.7,0.507568435051864,1.5,0.5,24
"350",1.1,0.805494724713025,1.5,0.5,24
"351",2.4,0.997903843496457,1.5,0.5,24
"352",2.5,1.06595988900435,1.5,0.5,24
"353",2.9,0.795179958661865,1.5,0.5,24
"354",3.9,0.466714537203098,1.5,0.5,24
"355",4.3,0.0692570255854991,1.5,0.5,24
"356",5,0.36494257229253,1.5,0.5,24
"357",-5,-0.145926860832583,1.5,0.5,26
"358",-3.9,-0.512842115384707,1.5,0.5,26
"359",-3.8,-0.433638072407539,1.5,0.5,26
"360",-3.6,-0.375205600494957,1.5,0.5,26
"361",-3.5,-0.584055617497091,1.5,0.5,26
"362",-3.2,-0.580773858605653,1.5,0.5,26
"363",-1.7,-0.474670563203078,1.5,0.5,26
"364",-1.5,-0.386959942640009,1.5,0.5,26
"365",-1.2,-0.577283718318948,1.5,0.5,26
"366",-1,-0.712962869059746,1.5,0.5,26
"367",-0.899999999999999,-0.767249997380305,1.5,0.5,26
"368",-0.7,-0.864758633763744,1.5,0.5,26
"369",0.300000000000001,-0.0783239747716599,1.5,0.5,26
"370",0.800000000000001,0.396123214390721,1.5,0.5,26
"371",1.2,0.468310117585746,1.5,0.5,26
"372",1.3,0.506784175253723,1.5,0.5,26
"373",1.4,0.271793095485108,1.5,0.5,26
"374",1.5,0.251940372916348,1.5,0.5,26
"375",1.7,0.0721772343879187,1.5,0.5,26
"376",1.9,-0.140827477858304,1.5,0.5,26
"377",2.7,-1.536488423416,1.5,0.5,26
"378",3,-1.88132054727994,1.5,0.5,26
"379",3.1,-2.05764297237341,1.5,0.5,26
"380",3.6,-1.85587973135737,1.5,0.5,26
"381",4.2,-1.47935942314702,1.5,0.5,26
"382",4.6,-1.25779873655834,1.5,0.5,26
"383",-4.5,1.6072344970873,1.5,0.5,28
"384",-3.7,1.1934962592596,1.5,0.5,28
"385",-3.4,0.762908800557777,1.5,0.5,28
"386",-3.1,0.56961982346011,1.5,0.5,28
"387",-3,0.283787411387336,1.5,0.5,28
"388",-1.9,-1.02143905691845,1.5,0.5,28
"389",-1.6,-1.0500401388834,1.5,0.5,28
"390",-1.5,-1.21623039181774,1.5,0.5,28
"391",-1.4,-1.21265103686822,1.5,0.5,28
"392",-0.7,-1.31828818594424,1.5,0.5,28
"393",-0.5,-0.891347070638418,1.5,0.5,28
"394",-0.3,-0.799533235777821,1.5,0.5,28
"395",-0.199999999999999,-0.738136020337126,1.5,0.5,28
"396",0.800000000000001,-0.507275373832777,1.5,0.5,28
"397",0.9,-0.557539443170263,1.5,0.5,28
"398",1.6,-0.623175487538241,1.5,0.5,28
"399",1.7,-0.683786509299592,1.5,0.5,28
"400",1.8,-0.631751911031823,1.5,0.5,28
"401",2,-0.611036739130545,1.5,0.5,28
"402",2.6,-0.638144039011283,1.5,0.5,28
"403",2.8,-0.651798756958163,1.5,0.5,28
"404",3.1,-0.434165585136394,1.5,0.5,28
"405",3.8,-0.528840664928625,1.5,0.5,28
"406",4,-0.38689187912949,1.5,0.5,28
"407",4.1,-0.599544020240871,1.5,0.5,28
"408",4.4,-0.655012700007394,1.5,0.5,28
"409",4.5,-0.630963213193118,1.5,0.5,28
"410",4.8,-0.764140263241313,1.5,0.5,28
"411",-5,1.58203414396933,1.5,0.5,30
"412",-4.7,1.6208701663747,1.5,0.5,30
"413",-4.6,1.5478998440088,1.5,0.5,30
"414",-2.8,0.0250392832790363,1.5,0.5,30
"415",-2.5,-0.116924893520611,1.5,0.5,30
"416",-1.7,-0.55263584970485,1.5,0.5,30
"417",-1.6,-0.755030066583331,1.5,0.5,30
"418",-1.5,-0.727567702852532,1.5,0.5,30
"419",-1.4,-0.511591574389982,1.5,0.5,30
"420",-0.7,-0.498542868172287,1.5,0.5,30
"421",-0.6,-0.687483540169992,1.5,0.5,30
"422",-0.5,-0.475443947271343,1.5,0.5,30
"423",-0.399999999999999,-0.565682136632076,1.5,0.5,30
"424",-0.3,-0.849324871566688,1.5,0.5,30
"425",-0.199999999999999,-0.46614528775002,1.5,0.5,30
"426",0.300000000000001,-0.515835265697032,1.5,0.5,30
"427",0.5,-0.491504412399917,1.5,0.5,30
"428",0.7,-0.559645498397112,1.5,0.5,30
"429",0.800000000000001,-0.594098627531184,1.5,0.5,30
"430",1.4,-0.547554226212286,1.5,0.5,30
"431",1.6,-0.602121516486712,1.5,0.5,30
"432",2.4,-0.417863298078822,1.5,0.5,30
"433",2.9,0.0936411049765624,1.5,0.5,30
"434",3,-0.0548645314939258,1.5,0.5,30
"435",3.1,0.0446421715717627,1.5,0.5,30
"436",3.2,0.182266566333609,1.5,0.5,30
"437",3.4,0.150019381386471,1.5,0.5,30
"438",3.5,-0.119658437414928,1.5,0.5,30
"439",4,-0.314795771002246,1.5,0.5,30
"440",4.6,-0.495238280675747,1.5,0.5,30
"441",-4.3,-0.729935910213339,2,0.5,10
"442",-3.4,-1.08954819569814,2,0.5,10
"443",-2.9,-1.44511760886622,2,0.5,10
"444",-2.6,-1.52546868646027,2,0.5,10
"445",-2.4,-1.49621449257629,2,0.5,10
"446",0.2,-0.142332356489772,2,0.5,10
"447",0.800000000000001,0.280773275979799,2,0.5,10
"448",2.3,0.616282094239381,2,0.5,10
"449",4.4,0.0843984690007041,2,0.5,10
"450",4.9,0.108210418465578,2,0.5,10
"451",-3.8,0.2587969380752,2,0.5,12
"452",-3.7,0.526215477795513,2,0.5,12
"453",-3,0.557031499158516,2,0.5,12
"454",0,0.785011772519848,2,0.5,12
"455",0.9,1.06653008560249,2,0.5,12
"456",1.3,0.907578232908042,2,0.5,12
"457",2.1,0.859177642385721,2,0.5,12
"458",2.5,0.857125859380622,2,0.5,12
"459",3.2,0.743643150216756,2,0.5,12
"460",3.6,0.485180145622717,2,0.5,12
"461",4.6,0.265015690405905,2,0.5,12
"462",5,-0.111140297995092,2,0.5,12
"463",-4.6,-1.4114992813216,2,0.5,14
"464",-4.1,-0.864285546732136,2,0.5,14
"465",-3.8,-0.640871700595325,2,0.5,14
"466",-2.2,0.00383038307187986,2,0.5,14
"467",-1.5,0.0972525217369493,2,0.5,14
"468",0.800000000000001,1.05743068087177,2,0.5,14
"469",0.9,0.828758904418701,2,0.5,14
"470",2,1.18032337315495,2,0.5,14
"471",2.1,1.0015664823761,2,0.5,14
"472",2.3,1.02262651525968,2,0.5,14
"473",3,0.735249559912471,2,0.5,14
"474",3.1,0.735503475437129,2,0.5,14
"475",4.3,-0.57541776943984,2,0.5,14
"476",4.4,-0.570676649154287,2,0.5,14
"477",-4.9,0.835722538702822,2,0.5,16
"478",-4,0.754602803735897,2,0.5,16
"479",-2,0.112387283138689,2,0.5,16
"480",-1.8,0.0132146990649523,2,0.5,16
"481",-1.2,-0.0502204339919962,2,0.5,16
"482",-1.1,0.193298852871562,2,0.5,16
"483",-1,0.0550175740227829,2,0.5,16
"484",-0.7,0.00782139354497479,2,0.5,16
"485",-0.3,-0.0711844860572852,2,0.5,16
"486",0.4,-0.243931523774573,2,0.5,16
"487",1.3,-0.628853728928154,2,0.5,16
"488",2,-1.27624754400741,2,0.5,16
"489",3.1,-1.38268037047806,2,0.5,16
"490",3.2,-1.53949778866622,2,0.5,16
"491",4.1,-1.64446308990452,2,0.5,16
"492",4.8,-1.45265972418129,2,0.5,16
"493",-3.1,-0.795356432185013,2,0.5,18
"494",-2.2,-1.01200538762575,2,0.5,18
"495",-2.1,-1.21699337155634,2,0.5,18
"496",-2,-1.07005010367826,2,0.5,18
"497",-1.6,-1.3138604031763,2,0.5,18
"498",-1.3,-1.2716055423842,2,0.5,18
"499",-0.8,-1.32511760892953,2,0.5,18
"500",-0.5,-1.15686828174539,2,0.5,18
"501",0.2,-0.670686879390795,2,0.5,18
"502",0.7,-0.495431062348923,2,0.5,18
"503",1.3,-0.145497894939255,2,0.5,18
"504",1.4,-0.10684606657638,2,0.5,18
"505",1.7,0.303206148487524,2,0.5,18
"506",2.8,0.447710204235257,2,0.5,18
"507",3.5,0.676000390099794,2,0.5,18
"508",3.8,0.873015289417494,2,0.5,18
"509",3.9,1.04567752337259,2,0.5,18
"510",4,1.00238823239041,2,0.5,18
"511",-4.5,0.158449107432704,2,0.5,20
"512",-4.4,-0.0274451238259042,2,0.5,20
"513",-3.3,0.0209525512512049,2,0.5,20
"514",-2.5,-0.203160070292616,2,0.5,20
"515",-1.9,-0.0758934779153738,2,0.5,20
"516",-1.6,-0.328088584612362,2,0.5,20
"517",-1.5,-0.150190473946753,2,0.5,20
"518",-1.1,-0.21156235714335,2,0.5,20
"519",-0.8,-0.159923778987522,2,0.5,20
"520",-0.5,-0.360210737917476,2,0.5,20
"521",0,-0.267660119005085,2,0.5,20
"522",0.300000000000001,-0.314059071922221,2,0.5,20
"523",0.4,-0.0229895077753473,2,0.5,20
"524",0.7,-0.181319640043414,2,0.5,20
"525",2.6,-0.387538148942826,2,0.5,20
"526",3.4,-0.170174062977108,2,0.5,20
"527",4,0.0942286723658998,2,0.5,20
"528",4.5,0.0988800265471148,2,0.5,20
"529",4.6,-0.0110982493847412,2,0.5,20
"530",4.8,-0.0619877532835265,2,0.5,20
"531",-4.7,-1.18901147996598,2,0.5,22
"532",-3.7,-1.00319247803661,2,0.5,22
"533",-3.3,-0.686797693862324,2,0.5,22
"534",-3.1,-0.403154736120706,2,0.5,22
"535",-3,-0.545292461894202,2,0.5,22
"536",-2.4,0.146827176287956,2,0.5,22
"537",-2,0.521211571445663,2,0.5,22
"538",-1.9,0.520757526605746,2,0.5,22
"539",-1.8,0.636825216302614,2,0.5,22
"540",-1.7,0.811068899043511,2,0.5,22
"541",-1.3,1.20466346462836,2,0.5,22
"542",1.1,1.01063773433886,2,0.5,22
"543",1.4,0.893839683722407,2,0.5,22
"544",1.5,0.839637170682952,2,0.5,22
"545",1.6,0.913558301738719,2,0.5,22
"546",3,0.702173769206731,2,0.5,22
"547",3.6,0.902691100942807,2,0.5,22
"548",3.9,0.7969575440635,2,0.5,22
"549",4.2,0.856678214732032,2,0.5,22
"550",4.6,0.552687038252054,2,0.5,22
"551",4.8,0.57745533790539,2,0.5,22
"552",4.9,0.488652216099991,2,0.5,22
"553",-4.9,1.17473382488734,2,0.5,24
"554",-4.8,1.10147185903966,2,0.5,24
"555",-4.1,0.814653458308329,2,0.5,24
"556",-4,0.68736422751333,2,0.5,24
"557",-3.8,0.612014311313424,2,0.5,24
"558",-3.7,0.672372957306473,2,0.5,24
"559",-3.6,0.420080646677438,2,0.5,24
"560",-3.3,0.33229932046105,2,0.5,24
"561",-3.2,0.0084503235937472,2,0.5,24
